method,constraints,example_idx,db_id,pred_sql,committed_tokens,tokens_proposed,tokens_accepted,tokens_constraint_rejected,xgrammar_rejects,z3_rejects,wall_time_s,xgrammar_time_s,z3_time_s,throughput,goodput,goodput_correct,useful_frac,n_useful,n_useful_correct,executable,exec_error,exec_correct,exec_acc,acc_len_mean,acc_rate,width,gamma,w_thres,min_w,extra_sample_cnt
ar_target,both,36,concert_singer,"SELECT s.Name, count(*) FROM singer s join singer_in_concert sic on s.Singer_ID = sic.Singer_ID group by sName",64,64,64,0,0,0,5.542937528,3.397785579,0.152202257,11.546224303756937,0.0,0.0,0.0,0,0,0,OperationalError: no such column: sName,0,0.0,0.0,0.0,,,,,
ar_target,both,37,concert_singer,SELECT singer.Name FROM concert INNER JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID INNER JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID WHERE concert.Year = 2014,49,49,49,0,0,0,5.788483967,4.12751795,0.119065558,8.465083479430495,8.465083479430495,8.465083479430495,1.0,49,49,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,38,concert_singer,SELECT singer.Name FROM concert INNER JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID INNER JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID WHERE concert.Year = 2014,49,49,49,0,0,0,5.800769152,4.135443274,0.118852619,8.447155664366628,8.447155664366628,8.447155664366628,1.0,49,49,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,39,concert_singer,"SELECT singer.Name,singer.Country FROM singer_in_concert JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.concert_Name = 'hey'",64,64,64,0,0,0,5.694146245,3.546925326,0.154527877,11.239612972040904,0.0,0.0,0.0,0,0,0,OperationalError: no such column: singer.Name,0,0.0,0.0,0.0,,,,,
ar_target,both,40,concert_singer,"SELECT singer.Name,singer.Country FROM singer JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.concert_Name LIKE '%Hey%'",52,52,52,0,0,0,5.6211506,3.856783773,0.126595892,9.250775099318634,9.250775099318634,0.0,1.0,52,0,1,,0,0.0,0.0,0.0,,,,,
ar_target,both,41,concert_singer,"SELECT stadium.location, stadium.name FROM concert JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID JOIN singer ON singer.Singer_ID = singer_in_concert.Singer_ID JOIN stadium ON stadium.Stadium_ID = concert.Stadium_ID WHERE concert.Year = 2014 AND concert.Year =",64,64,64,0,0,0,6.921885297,4.763430761,0.158864343,9.246035906971487,0.0,0.0,0.0,0,0,0,OperationalError: incomplete input,0,0.0,0.0,0.0,,,,,
ar_target,both,42,concert_singer,"SELECT stadium.Name, stadium.Location FROM concert JOIN singer_in_concert USING join stadium using join singer_in_concert USING WHERE (concert.Year = 2014 AND singer_in_concert.concert_ID = concert.concert_ID) AND (concert.Year = 2015 AND singer_in",64,64,64,0,0,0,7.044040585,4.890914267,0.158443025,9.085694386299451,0.0,0.0,0.0,0,0,0,"OperationalError: near ""join"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,43,concert_singer,SELECT COUNT(*) FROM concert WHERE Stadium_ID = (SELECT ),64,64,64,0,0,0,4.622413595,2.482776103,0.146444291,13.845580600841927,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,44,concert_singer,SELECT count(*) FROM concert WHERE concert.concert_ID IN (SELECT ) GROUP BY stadium_name ORDER BY count DESC LIMIT 1,29,29,29,0,0,0,2.690053612,1.681652177,0.06698162,10.780454289325146,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,45,pets_1,SELECT count(*) FROM Has_Pet WHERE Has_Pet.PetID IN (SELECT ) AND Has_Pet.PetID = Pets.PetID AND Pets.weight > 10,42,42,42,0,0,0,4.046097893,2.656797744,0.07902936,10.380371684200377,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,46,pets_1,SELECT COUNT(*) FROM Has_Pet H JOIN Pets P ON H.PetID=P.PetID WHERE P.weight>10,27,27,27,0,0,0,2.889213523,1.977108796,0.051186669,9.345103705580295,9.345103705580295,9.345103705580295,1.0,27,27,1,,1,1.0,0.0,0.0,,,,,
ar_target,both,47,pets_1,SELECT weight FROM Pets INNER JOIN Has_Pet ON Pets.PetID = Has_Pet.PetID WHERE Has_Pet.PetID = (SELECT ) AND PetType = 'dog' ORDER BY Pets.pet_age LIMIT 1,51,51,51,0,0,0,5.061705698,3.385941069,0.098115291,10.075654935874939,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,48,pets_1,SELECT weight FROM Pets WHERE PetID = (SELECT ) Order by pet_age asc limit 1,25,25,25,0,0,0,2.27489775,1.430875192,0.045844486,10.989504912913118,0.0,0.0,0.0,0,0,0,"OperationalError: near "")"": syntax error",0,0.0,0.0,0.0,,,,,
ar_target,both,49,pets_1,"SELECT max(weight),pettype FROM Pets GROUP BY pettype",14,14,14,0,0,0,1.425502006,0.932601483,0.025549691,9.821101577601006,9.821101577601006,9.821101577601006,1.0,14,14,1,,1,1.0,0.0,0.0,,,,,
dsbd,none,0,concert_singer,SELECT count(*) FROM singer,66,221,180,0,0,0,3.302345414,0.0,0.0,66.92213330049914,19.985795465307433,19.985795465307433,0.2986425339366516,66,66,1,,1,1.0,2.8823529411764706,0.9,4,3,0.9,1,1
dsbd,none,1,concert_singer,SELECT count(*) FROM singer,64,208,174,0,0,0,2.993645237,0.0,0.0,69.48051072626146,21.378618685003524,21.378618685003524,0.3076923076923077,64,64,1,,1,1.0,3.0,0.90625,4,3,0.9,1,1
dsbd,none,2,concert_singer,"SELECT singer.Name, singer.Country, singer.Age FROM singer ORDER BY singer.Age DESC",66,234,167,0,0,0,3.315817299,0.0,0.0,70.57083635777244,19.904594870140944,19.904594870140944,0.28205128205128205,66,66,1,,1,1.0,2.6666666666666665,0.8186274509803921,4,3,0.9,1,1
dsbd,none,3,concert_singer,"SELECT singer.Name, singer.Country, singer.Age FROM singer ORDER BY singer.Age DESC",64,221,154,0,0,0,3.158390193,0.0,0.0,69.97235505917112,20.26348743795001,20.26348743795001,0.2895927601809955,64,64,1,,1,1.0,2.764705882352941,0.7857142857142857,4,3,0.9,1,1
dsbd,none,4,concert_singer,"SELECT AVG(age),MIN(age),MAX(age) FROM singer WHERE country = 'France'",66,221,164,0,0,0,3.165452084,0.0,0.0,69.81625187664663,20.850102370401256,20.850102370401256,0.2986425339366516,66,66,1,,1,1.0,2.8823529411764706,0.803921568627451,4,3,0.9,1,1
dsbd,none,5,concert_singer,"SELECT AVG(Age) AS average_age, MIN(Age) AS min_age, MAX(Age) AS max_age FROM singer WHERE Country = ""France""",65,221,146,0,0,0,3.156387158,0.0,0.0,70.0167593319045,20.593164509383676,20.593164509383676,0.29411764705882354,65,65,1,,1,1.0,2.823529411764706,0.73,4,3,0.9,1,1
dsbd,none,6,concert_singer,"SELECT singer.Name, singer.Song_release_year FROM singer INNER JOIN singer_in_concert ON singer.Singer_ID = singer_in_concert.Singer_ID WHERE singer.Age = (SELECT min(singer.Age) FROM singer)",64,234,105,0,0,0,3.290055193,0.0,0.0,71.1234268950454,19.4525612020637,0.0,0.27350427350427353,64,0,1,,0,0.0,2.5555555555555554,0.5147058823529411,4,3,0.9,1,1
dsbd,none,7,concert_singer,"SELECT s.Name,s.Song_Name,s.Song_release_year FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID JOIN concert c ON sic.concert_ID = c.concert_ID WHERE s.Age = (SELECT min(s2.Age) FROM singer s2 JOIN singer_in_concert sic",65,234,123,0,0,0,3.292098049,0.0,0.0,71.07929245032034,0.0,0.0,0.0,0,0,0,OperationalError: incomplete input,0,0.0,2.611111111111111,0.6029411764705882,4,3,0.9,1,1
dsbd,none,8,concert_singer,SELECT DISTINCT Country FROM singer WHERE Age > 20,66,221,164,0,0,0,3.14848272,0.0,0.0,70.19254023410997,20.962478078964967,20.962478078964967,0.2986425339366516,66,66,1,,1,1.0,2.8823529411764706,0.82,4,3,0.9,1,1
dsbd,none,9,concert_singer,SELECT distinct country FROM singer WHERE age > 20,66,247,170,0,0,0,3.445244285,0.0,0.0,71.69302945378807,19.15684187834013,19.15684187834013,0.26720647773279355,66,66,1,,1,1.0,2.473684210526316,0.8333333333333334,4,3,0.9,1,1
dsbd,none,10,concert_singer,"SELECT country, COUNT(*) FROM singer GROUP BY country",66,260,107,0,0,0,3.587274383,0.0,0.0,72.47842574633634,18.398369612531532,18.398369612531532,0.25384615384615383,66,66,1,,1,1.0,2.3,0.5047169811320755,4,3,0.9,1,1
dsbd,none,11,concert_singer,SELECT count(*) FROM singer_in_concert GROUP BY Country,65,221,166,0,0,0,3.135283766,0.0,0.0,70.48803760495088,0.0,0.0,0.0,0,0,0,OperationalError: no such column: Country,0,0.0,2.823529411764706,0.8469387755102041,4,3,0.9,1,1
dsbd,none,12,concert_singer,"SELECT singer.song_name FROM singer,concert,singer_in_concert WHERE singer.age > (SELECT avg(singer.age) FROM singer) AND singer.singer_ID = singer_in_concert.singer_ID AND singer_in_concert.concert_ID = concert.concert_ID",65,286,117,0,0,0,3.887742715,0.0,0.0,73.56453885092034,16.71921337520917,0.0,0.22727272727272727,65,0,1,,0,0.0,1.9545454545454546,0.5416666666666666,4,3,0.9,1,1
dsbd,none,13,concert_singer,SELECT DISTINCT s.Song_Name FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID JOIN stadium st ON sic.concert_ID = st.Stadium_ID WHERE s.Age > (SELECT AVG(s2.Age) FROM singer s2),67,221,138,0,0,0,3.151694207,0.0,0.0,70.12101602660337,21.258407573676138,0.0,0.3031674208144796,67,0,1,,0,0.0,2.9411764705882355,0.6764705882352942,4,3,0.9,1,1
dsbd,none,14,concert_singer,"SELECT stadium.Location, stadium.Name FROM stadium WHERE stadium.Capacity BETWEEN 5000 AND 10000",67,247,173,0,0,0,3.470753491,0.0,0.0,71.16610287665054,19.30416555763395,19.30416555763395,0.27125506072874495,67,67,1,,1,1.0,2.526315789473684,0.8317307692307693,4,3,0.9,1,1
dsbd,none,15,concert_singer,"SELECT stadium.Location, stadium.Name FROM stadium WHERE stadium.Capacity BETWEEN 5000 AND 10000",65,221,155,0,0,0,3.15757162,0.0,0.0,69.9904947840898,20.585439642379352,20.585439642379352,0.29411764705882354,65,65,1,,1,1.0,2.823529411764706,0.7908163265306123,4,3,0.9,1,1
dsbd,none,16,concert_singer,"SELECT MAX(Capacity),AVG(Capacity) FROM stadium",65,221,165,0,0,0,3.154484692,0.0,0.0,70.0589863569387,20.60558422262903,0.0,0.29411764705882354,65,0,1,,0,0.0,2.823529411764706,0.825,4,3,0.9,1,1
dsbd,none,17,concert_singer,"SELECT avg(capacity),max(capacity) FROM stadium",64,221,168,0,0,0,3.15636908,0.0,0.0,70.01716035058865,20.276462725962325,20.276462725962325,0.2895927601809955,64,64,1,,1,1.0,2.764705882352941,0.84,4,3,0.9,1,1
dsbd,none,18,concert_singer,"SELECT stadium.Name, stadium.Capacity FROM concert, stadium, singer_in_concert WHERE concert.Stadium_ID = stadium.Stadium_ID AND singer_in_concert.concert_ID = concert.concert_ID AND singer_in_concert.Singer_ID = singer.Singer_ID GROUP BY stadium.Name, stadium.Capacity ORDER BY stadium.A",64,234,117,0,0,0,3.300087422,0.0,0.0,70.90721246959743,0.0,0.0,0.0,0,0,0,OperationalError: no such column: singer.Singer_ID,0,0.0,2.5555555555555554,0.5735294117647058,4,3,0.9,1,1
dsbd,none,19,concert_singer,"SELECT stadium.Name, stadium.Capacity FROM stadium INNER JOIN (SELECT Stadium_ID, AVG(attendance) as average_attendance FROM concert GROUP BY Stadium_ID) AS average_attendance ON average_attendance.Stadium_ID = stadium.Stadium_ID WHERE average_attendance.average_attendance = (SELECT MAX(average_attendance) FROM (SELECT",66,247,114,0,0,0,3.459652827,0.0,0.0,71.39444688563833,0.0,0.0,0.0,0,0,0,OperationalError: incomplete input,0,0.0,2.473684210526316,0.5377358490566038,4,3,0.9,1,1
dsbd,none,20,concert_singer,SELECT count(*) FROM concert WHERE Year = 2014 OR Year = 2015,64,208,173,0,0,0,3.004154515,0.0,0.0,69.23745065756046,21.303830971557066,21.303830971557066,0.3076923076923077,64,64,1,,1,1.0,3.0,0.9010416666666666,4,3,0.9,1,1
dsbd,none,21,concert_singer,"SELECT count(*) FROM concert WHERE Year in (2014,2015)",65,234,126,0,0,0,3.308574103,0.0,0.0,70.72533143139336,19.645925397609265,19.645925397609265,0.2777777777777778,65,65,1,,1,1.0,2.611111111111111,0.6057692307692307,4,3,0.9,1,1
dsbd,none,22,concert_singer,"SELECT stadium.Name, count(*) FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID GROUP BY stadium.Name",66,247,151,0,0,0,3.458695039,0.0,0.0,71.41421756322703,19.082341535113294,19.082341535113294,0.26720647773279355,66,66,1,,1,1.0,2.473684210526316,0.7259615384615384,4,3,0.9,1,1
dsbd,none,23,concert_singer,"SELECT stadium.Name, count(*) FROM stadium JOIN concert ON stadium.Stadium_ID = concert.Stadium_ID GROUP BY stadium.Name",66,221,155,0,0,0,3.152799494,0.0,0.0,70.09643347779604,20.933776513730944,20.933776513730944,0.2986425339366516,66,66,1,,1,1.0,2.8823529411764706,0.775,4,3,0.9,1,1
dsbd,none,24,concert_singer,"SELECT stadium.name, stadium.capacity FROM stadium JOIN singer_in_concert ON stadium.stadium_ID = singer_in_concert.stadium_ID JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.Year > 2013 GROUP BY stadium.name, stadium.capacity ORDER BY COUNT(*) DESC LIMIT 1",67,273,123,0,0,0,3.767552546,0.0,0.0,72.4608341003348,0.0,0.0,0.0,0,0,0,OperationalError: no such column: singer_in_concert.stadium_ID,0,0.0,2.1904761904761907,0.5694444444444444,4,3,0.9,1,1
dsbd,none,25,concert_singer,"SELECT stadium.Name,stadium.Capacity FROM concert INNER JOIN stadium ON concert.Stadium_ID = stadium.Stadium_ID WHERE concert.Year > 2013 ORDER BY COUNT(concert_ID) DESC LIMIT 1",67,260,139,0,0,0,3.624466266,0.0,0.0,71.73469993057455,0.0,0.0,0.0,0,0,0,OperationalError: misuse of aggregate: COUNT(),0,0.0,2.35,0.6318181818181818,4,3,0.9,1,1
dsbd,none,26,concert_singer,"SELECT year, count(*) FROM concert GROUP BY year ORDER BY count(*) DESC",65,221,170,0,0,0,3.153258302,0.0,0.0,70.0862342485002,20.613598308382414,0.0,0.29411764705882354,65,0,1,,0,0.0,2.823529411764706,0.8333333333333334,4,3,0.9,1,1
dsbd,none,27,concert_singer,SELECT year FROM concert GROUP BY year ORDER BY count(*) DESC LIMIT 1,66,234,104,0,0,0,3.291156219,0.0,0.0,71.09963320765723,20.053742699595627,20.053742699595627,0.28205128205128205,66,66,1,,1,1.0,2.6666666666666665,0.49056603773584906,4,3,0.9,1,1
dsbd,none,28,concert_singer,SELECT DISTINCT Name FROM stadium WHERE stadium_ID NOT IN (SELECT Stadium_ID FROM concert),64,221,93,0,0,0,3.119362902,0.0,0.0,70.84780031791247,20.51701004681628,20.51701004681628,0.2895927601809955,64,64,1,,1,1.0,2.764705882352941,0.4744897959183674,4,3,0.9,1,1
dsbd,none,29,concert_singer,SELECT name FROM stadium WHERE concert_ID IS NULL,64,247,115,0,0,0,3.431518699,0.0,0.0,71.97979135942921,0.0,0.0,0.0,0,0,0,OperationalError: no such column: concert_ID,0,0.0,2.3684210526315788,0.5637254901960784,4,3,0.9,1,1
dsbd,none,30,concert_singer,SELECT DISTINCT country FROM singer WHERE Age > 40 AND Age < 30,66,221,156,0,0,0,3.151837645,0.0,0.0,70.11782486657874,20.940164892281434,0.0,0.2986425339366516,66,0,1,,0,0.0,2.8823529411764706,0.7647058823529411,4,3,0.9,1,1
dsbd,none,31,concert_singer,SELECT Name FROM stadium WHERE Stadium_ID NOT IN (SELECT Stadium_ID FROM concert WHERE Year = 2014),64,208,161,0,0,0,2.992882194,0.0,0.0,69.49822496087195,21.38406921872983,21.38406921872983,0.3076923076923077,64,64,1,,1,1.0,3.0,0.8385416666666666,4,3,0.9,1,1
dsbd,none,32,concert_singer,SELECT stadium.Name FROM stadium WHERE concert.Stadium_ID IS NULL AND concert.Year = 2014,65,234,151,0,0,0,3.297909943,0.0,0.0,70.95402968679548,0.0,0.0,0.0,0,0,0,OperationalError: no such column: concert.Stadium_ID,0,0.0,2.611111111111111,0.7401960784313726,4,3,0.9,1,1
dsbd,none,33,concert_singer,"SELECT concert_name,theme,count(*) FROM concert JOIN singer_in_concert USING (concert_ID) GROUP BY concert_name,theme",67,234,166,0,0,0,3.310089947,0.0,0.0,70.69294301566603,20.241141803630875,20.241141803630875,0.2863247863247863,67,67,1,,1,1.0,2.7222222222222223,0.7830188679245284,4,3,0.9,1,1
dsbd,none,34,concert_singer,"SELECT concert_Name,Theme,count(*) FROM concert INNER JOIN singer_in_concert ON concert.concert_ID = singer_in_concert.concert_ID GROUP BY concert_Name,Theme",64,234,145,0,0,0,3.289789196,0.0,0.0,71.12917760339073,19.454134045371823,19.454134045371823,0.27350427350427353,64,64,1,,1,1.0,2.5555555555555554,0.725,4,3,0.9,1,1
dsbd,none,35,concert_singer,"SELECT s.Name, count(*) FROM singer s JOIN singer_in_concert sc ON s.Singer_ID = sc.Singer_ID GROUP BY s.Name",67,234,158,0,0,0,3.295119466,0.0,0.0,71.01411721622841,20.333101937979933,20.333101937979933,0.2863247863247863,67,67,1,,1,1.0,2.7222222222222223,0.7596153846153846,4,3,0.9,1,1
dsbd,none,36,concert_singer,"SELECT singer.name,count(*) FROM concert,singer_in_concert,singer WHERE concert.concert_ID = singer_in_concert.concert_ID AND singer_in_concert.Singer_ID = singer.Singer_ID GROUP BY singer.name",67,234,147,0,0,0,3.298248706,0.0,0.0,70.94674200108669,20.313810743900888,20.313810743900888,0.2863247863247863,67,67,1,,1,1.0,2.7222222222222223,0.7067307692307693,4,3,0.9,1,1
dsbd,none,37,concert_singer,"SELECT singer.Name FROM concert, singer_in_concert, singer WHERE concert.concert_ID = singer_in_concert.concert_ID AND singer_in_concert.singer_ID = singer.Singer_ID AND concert.Year = 2014",66,221,147,0,0,0,3.143925734,0.0,0.0,70.29428132159562,20.99286229513715,20.99286229513715,0.2986425339366516,66,66,1,,1,1.0,2.8823529411764706,0.7205882352941176,4,3,0.9,1,1
dsbd,none,38,concert_singer,SELECT singer.Name FROM singer_in_concert JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.Year = 2014,65,221,148,0,0,0,3.147906818,0.0,0.0,70.2053817909422,0.0,0.0,0.0,0,0,0,OperationalError: no such column: singer.Name,0,0.0,2.823529411764706,0.74,4,3,0.9,1,1
dsbd,none,39,concert_singer,"SELECT singer.name,singer.country FROM singer_in_concert JOIN singer ON singer_in_concert.Singer_ID = singer.Singer_ID JOIN concert ON singer_in_concert.concert_ID = concert.concert_ID WHERE concert.concert_Name LIKE '%Hey%'",66,234,113,0,0,0,3.306440317,0.0,0.0,70.7709734837473,19.96104380310821,0.0,0.28205128205128205,66,0,1,,0,0.0,2.6666666666666665,0.5330188679245284,4,3,0.9,1,1
dsbd,none,40,concert_singer,"SELECT s.Name, s.Country FROM singer s JOIN singer_in_concert sic ON s.Singer_ID = sic.Singer_ID JOIN concert c ON sic.concert_ID = c.concert_ID WHERE c.Theme LIKE '%Hey%'",66,234,128,0,0,0,3.310738447,0.0,0.0,70.67909584100106,19.935129596179785,0.0,0.28205128205128205,66,0,1,,0,0.0,2.6666666666666665,0.6153846153846154,4,3,0.9,1,1
dsbd,none,41,concert_singer,"SELECT stadium.Name, stadium.Location FROM stadium WHERE Stadium_ID IN (SELECT Stadium_ID FROM concert WHERE Year IN (2014,2015))",65,234,142,0,0,0,3.300762606,0.0,0.0,70.89270811982774,19.692418922174372,0.0,0.2777777777777778,65,0,1,,0,0.0,2.611111111111111,0.71,4,3,0.9,1,1
dsbd,none,42,concert_singer,"SELECT s.Name,s.Location FROM concert c, singer_in_concert sic, singer s, stadium st WHERE c.concert_ID = sic.concert_ID AND sic.Singer_ID = s.Singer_ID AND c.concert_ID = st.Stadium_ID AND c.Year IN (2014,2015)",65,247,102,0,0,0,3.448987983,0.0,0.0,71.61521037981535,0.0,0.0,0.0,0,0,0,OperationalError: no such column: s.Location,0,0.0,2.4210526315789473,0.49038461538461536,4,3,0.9,1,1
dsbd,none,43,concert_singer,SELECT count(*) FROM concert WHERE Stadium_ID IN (SELECT Stadium_ID FROM stadium ORDER BY Capacity DESC LIMIT 1),65,234,148,0,0,0,3.285955989,0.0,0.0,71.2121528052517,19.781153557014363,19.781153557014363,0.2777777777777778,65,65,1,,1,1.0,2.611111111111111,0.74,4,3,0.9,1,1
dsbd,none,44,concert_singer,SELECT count(*) FROM concert WHERE stadium_ID = (SELECT Stadium_ID FROM stadium WHERE Capacity = (SELECT max(Capacity) FROM stadium)),64,234,141,0,0,0,3.290138226,0.0,0.0,71.12163195784225,19.452070279067968,19.452070279067968,0.27350427350427353,64,64,1,,1,1.0,2.5555555555555554,0.705,4,3,0.9,1,1
dsbd,none,45,pets_1,SELECT count(*) FROM Pets WHERE weight > 10,66,234,165,0,0,0,3.207771681,0.0,0.0,72.94783521720353,20.57503044587792,20.57503044587792,0.28205128205128205,66,66,1,,1,1.0,2.6666666666666665,0.8088235294117647,4,3,0.9,1,1
dsbd,none,46,pets_1,SELECT count(*) FROM Pets WHERE weight > 10,67,234,131,0,0,0,3.199993702,0.0,0.0,73.12514391942388,20.93754120769829,20.93754120769829,0.2863247863247863,67,67,1,,1,1.0,2.7222222222222223,0.6298076923076923,4,3,0.9,1,1
dsbd,none,47,pets_1,"SELECT weight FROM Pets WHERE PetType = ""Dog"" ORDER BY pet_age ASC LIMIT 1",66,234,152,0,0,0,3.192208777,0.0,0.0,73.3034761654626,20.67533943128432,0.0,0.28205128205128205,66,0,1,,0,0.0,2.6666666666666665,0.7450980392156863,4,3,0.9,1,1
dsbd,none,48,pets_1,SELECT weight FROM Pets WHERE pet_age = (SELECT MIN(age) FROM Pets),64,208,138,0,0,0,2.883936578,0.0,0.0,72.1236387744169,0.0,0.0,0.0,0,0,0,OperationalError: no such column: age,0,0.0,3.0,0.71875,4,3,0.9,1,1
dsbd,none,49,pets_1,"SELECT MAX(weight), PetType FROM Pets GROUP BY PetType",65,247,132,0,0,0,3.360541964,0.0,0.0,73.50004929145412,19.342118234593187,19.342118234593187,0.2631578947368421,65,65,1,,1,1.0,2.4210526315789473,0.6226415094339622,4,3,0.9,1,1
dsbd,xgrammar,0,concert_singer,SELECT count(*) FROM singer,64,819,4,1953,1953,0,14.008333554,4.070063951,0.0,58.46519836516451,4.568709029756445,4.568709029756445,0.07814407814407814,64,64,1,,1,1.0,0.015873015873015872,0.015625,4,3,0.9,1,1
dsbd,xgrammar,1,concert_singer,SELECT count(*) FROM singer,64,819,4,1953,1953,0,16.018668203,6.071754638,0.0,51.12784593706838,3.9953383882446594,3.9953383882446594,0.07814407814407814,64,64,1,,1,1.0,0.015873015873015872,0.015625,4,3,0.9,1,1
dsbd,xgrammar,2,concert_singer,"SELECT Name, Country, Age FROM singer ORDER BY Age DESC",64,832,0,2016,2016,0,14.839049673,4.724981778,0.0,56.068280539140154,4.312944656856935,4.312944656856935,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,3,concert_singer,"SELECT singer.name,singer.country,singer.age FROM singer ORDER BY singer.age DESC",64,819,4,1953,1953,0,12.974200474,3.07776072,0.0,63.125277094435006,4.932866586134115,4.932866586134115,0.07814407814407814,64,64,1,,1,1.0,0.015873015873015872,0.015625,4,3,0.9,1,1
dsbd,xgrammar,4,concert_singer,"SELECT AVG(Age) AS avg, MIN(Age) AS min, MAX(Age) AS max FROM singer WHERE country = 'France'",64,832,0,2016,2016,0,14.542289083,4.50505399,0.0,57.21245089073437,4.400957760825721,4.400957760825721,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,5,concert_singer,"SELECT avg(age), min(age), max(age) FROM singer WHERE country = ""France"" Schema: Table movie, columns = [*,movie_ID,title,release_year,director] Table actor, columns = [*,actor_ID,Name,Country,Movie_ID] Table actor_in_movie, columns = [*,movie_ID",64,832,0,2016,2016,0,14.20553013,4.173338289,0.0,58.568739947475656,0.0,0.0,0.0,0,0,0,"OperationalError: near ""Schema"": syntax error",0,0.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,6,concert_singer,"SELECT Singer.Name, singer.Song_release_year FROM singer WHERE age = min(age) and is_male = true",64,832,0,2016,2016,0,14.890254927,4.786138963,0.0,55.87547050597248,0.0,0.0,0.0,0,0,0,OperationalError: misuse of aggregate function min(),0,0.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,8,concert_singer,SELECT distinct(Singer.Country) FROM singer WHERE Singer.Age > 20,64,819,4,1953,1953,0,13.385354329,3.483076464,0.0,61.18627717053391,4.781345224559427,4.781345224559427,0.07814407814407814,64,64,1,,1,1.0,0.015873015873015872,0.015625,4,3,0.9,1,1
dsbd,xgrammar,9,concert_singer,SELECT distinct(singer.Country) FROM singer WHERE age > 20,64,832,0,2016,2016,0,14.541833407,4.507871378,0.0,57.214243672981446,4.401095667152419,4.401095667152419,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,10,concert_singer,"SELECT country, count(*) FROM singer GROUP BY country",64,832,0,2016,2016,0,14.697422569,4.665111381,0.0,56.608564943547684,4.354504995657514,4.354504995657514,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,11,concert_singer,"SELECT singer.Country, COUNT(*) AS num_singers FROM singer GROUP BY singer.Country",64,832,0,2016,2016,0,15.064312457,5.046111499,0.0,55.22986876267233,4.248451443282487,4.248451443282487,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,12,concert_singer,SELECT song_name FROM singer_in_concert JOIN singer ON singer_in_concert.singer_ID = singer.Singer_ID WHERE age > (SELECT avg(age) FROM singer),64,611,57,1044,1044,0,13.186155524,5.647067992,0.0,46.33647759484745,4.853575394550306,0.0,0.10474631751227496,64,0,1,,0,0.0,0.3617021276595745,0.22983870967741934,4,3,0.9,1,1
dsbd,xgrammar,13,concert_singer,SELECT singer.song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer),64,481,100,614,614,0,11.391014213,5.269151549,0.0,42.22626633641266,5.618463712121434,5.618463712121434,0.13305613305613306,64,64,1,,1,1.0,0.7297297297297297,0.4098360655737705,4,3,0.9,1,1
dsbd,xgrammar,14,concert_singer,"SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000",64,832,0,2016,2016,0,15.221300136,5.10454036,0.0,54.66024535133048,4.204634257794653,4.204634257794653,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
dsbd,xgrammar,15,concert_singer,"SELECT stadium.location,stadium.name FROM stadium WHERE stadium.Capacity BETWEEN 5000 AND 10000",64,832,0,2016,2016,0,14.151767092,4.027052919,0.0,58.79124455562373,4.5224034273556715,4.5224034273556715,0.07692307692307693,64,64,1,,1,1.0,0.0,0.0,4,3,0.9,1,1
